2024-03-03 22:39:03,089 INFO    StreamThr :18481 [internal.py:wandb_internal():86] W&B internal server running at pid: 18481, started at: 2024-03-03 22:39:03.088402
2024-03-03 22:39:03,090 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: status
2024-03-03 22:39:03,093 INFO    WriterThread:18481 [datastore.py:open_for_write():87] open: /Users/apple/git/plr-exercise/wandb/run-20240303_223903-8nhe6k8j/run-8nhe6k8j.wandb
2024-03-03 22:39:03,094 DEBUG   SenderThread:18481 [sender.py:send():382] send: header
2024-03-03 22:39:03,113 DEBUG   SenderThread:18481 [sender.py:send():382] send: run
2024-03-03 22:39:04,704 INFO    SenderThread:18481 [dir_watcher.py:__init__():211] watching files in: /Users/apple/git/plr-exercise/wandb/run-20240303_223903-8nhe6k8j/files
2024-03-03 22:39:04,704 INFO    SenderThread:18481 [sender.py:_start_run_threads():1136] run started: 8nhe6k8j with start time 1709476743.090082
2024-03-03 22:39:04,705 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: check_version
2024-03-03 22:39:04,705 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: check_version
2024-03-03 22:39:06,042 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: run_start
2024-03-03 22:39:06,049 DEBUG   HandlerThread:18481 [system_info.py:__init__():27] System info init
2024-03-03 22:39:06,049 DEBUG   HandlerThread:18481 [system_info.py:__init__():42] System info init done
2024-03-03 22:39:06,049 INFO    HandlerThread:18481 [system_monitor.py:start():194] Starting system monitor
2024-03-03 22:39:06,049 INFO    SystemMonitor:18481 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-03 22:39:06,050 INFO    HandlerThread:18481 [system_monitor.py:probe():214] Collecting system info
2024-03-03 22:39:06,051 DEBUG   HandlerThread:18481 [system_info.py:probe():151] Probing system
2024-03-03 22:39:06,051 INFO    SystemMonitor:18481 [interfaces.py:start():190] Started cpu monitoring
2024-03-03 22:39:06,051 INFO    SystemMonitor:18481 [interfaces.py:start():190] Started disk monitoring
2024-03-03 22:39:06,053 INFO    SystemMonitor:18481 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-03 22:39:06,056 INFO    SystemMonitor:18481 [interfaces.py:start():190] Started memory monitoring
2024-03-03 22:39:06,056 INFO    SystemMonitor:18481 [interfaces.py:start():190] Started network monitoring
2024-03-03 22:39:06,059 DEBUG   HandlerThread:18481 [system_info.py:_probe_git():136] Probing git
2024-03-03 22:39:06,079 DEBUG   HandlerThread:18481 [system_info.py:_probe_git():144] Probing git done
2024-03-03 22:39:06,079 DEBUG   HandlerThread:18481 [system_info.py:probe():199] Probing system done
2024-03-03 22:39:06,079 DEBUG   HandlerThread:18481 [system_monitor.py:probe():223] {'os': 'macOS-14.2.1-arm64-arm-64bit', 'python': '3.10.9', 'heartbeatAt': '2024-03-03T14:39:06.051180', 'startedAt': '2024-03-03T14:39:03.084996', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/apple/git/plr-exercise/scripts/train.py', 'codePathLocal': 'scripts/train.py', 'codePath': 'scripts/train.py', 'git': {'remote': 'git@github.com:honwang0054/plr-exercise.git', 'commit': '9376ae962e7410a87b6a9a4f41add6318b5bfc47'}, 'email': 'honwang0054@gmail.com', 'root': '/Users/apple/git/plr-exercise', 'host': 'student-net-vpn-2878.intern.ethz.ch', 'username': 'apple', 'executable': '/Users/apple/venv/plr/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.430789947509766}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-03 22:39:06,079 INFO    HandlerThread:18481 [system_monitor.py:probe():224] Finished collecting system info
2024-03-03 22:39:06,079 INFO    HandlerThread:18481 [system_monitor.py:probe():227] Publishing system info
2024-03-03 22:39:06,080 INFO    HandlerThread:18481 [system_monitor.py:probe():229] Finished publishing system info
2024-03-03 22:39:06,082 DEBUG   SenderThread:18481 [sender.py:send():382] send: files
2024-03-03 22:39:06,082 INFO    SenderThread:18481 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-03 22:39:06,084 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: python_packages
2024-03-03 22:39:06,085 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: python_packages
2024-03-03 22:39:06,085 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 22:39:06,085 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: stop_status
2024-03-03 22:39:06,086 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 22:39:06,715 INFO    Thread-12 :18481 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/apple/git/plr-exercise/wandb/run-20240303_223903-8nhe6k8j/files/wandb-metadata.json
2024-03-03 22:39:06,715 INFO    Thread-12 :18481 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/apple/git/plr-exercise/wandb/run-20240303_223903-8nhe6k8j/files/requirements.txt
2024-03-03 22:39:07,141 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-03 22:39:07,274 DEBUG   SenderThread:18481 [sender.py:send():382] send: telemetry
2024-03-03 22:39:07,276 DEBUG   SenderThread:18481 [sender.py:send():382] send: exit
2024-03-03 22:39:07,276 INFO    SenderThread:18481 [sender.py:send_exit():589] handling exit code: 1
2024-03-03 22:39:07,276 INFO    SenderThread:18481 [sender.py:send_exit():591] handling runtime: 0
2024-03-03 22:39:07,277 INFO    SenderThread:18481 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-03 22:39:07,277 INFO    SenderThread:18481 [sender.py:send_exit():597] send defer
2024-03-03 22:39:07,277 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: poll_exit
2024-03-03 22:39:07,277 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:07,277 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-03 22:39:07,278 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:07,278 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 0
2024-03-03 22:39:07,278 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 1
2024-03-03 22:39:07,278 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:07,278 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-03 22:39:07,278 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:07,278 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 1
2024-03-03 22:39:07,278 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 2
2024-03-03 22:39:07,279 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:07,279 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-03 22:39:07,279 INFO    HandlerThread:18481 [system_monitor.py:finish():203] Stopping system monitor
2024-03-03 22:39:07,279 DEBUG   SystemMonitor:18481 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-03 22:39:07,279 DEBUG   SystemMonitor:18481 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-03 22:39:07,279 INFO    HandlerThread:18481 [interfaces.py:finish():202] Joined cpu monitor
2024-03-03 22:39:07,279 DEBUG   SystemMonitor:18481 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-03-03 22:39:07,279 INFO    HandlerThread:18481 [interfaces.py:finish():202] Joined disk monitor
2024-03-03 22:39:07,280 INFO    HandlerThread:18481 [interfaces.py:finish():202] Joined gpuapple monitor
2024-03-03 22:39:07,280 INFO    HandlerThread:18481 [interfaces.py:finish():202] Joined memory monitor
2024-03-03 22:39:07,280 INFO    HandlerThread:18481 [interfaces.py:finish():202] Joined network monitor
2024-03-03 22:39:07,281 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 2
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 3
2024-03-03 22:39:07,281 DEBUG   SenderThread:18481 [sender.py:send():382] send: telemetry
2024-03-03 22:39:07,281 DEBUG   SenderThread:18481 [sender.py:send():382] send: stats
2024-03-03 22:39:07,281 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:07,281 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 3
2024-03-03 22:39:07,281 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 3
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 4
2024-03-03 22:39:07,281 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:07,281 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 4
2024-03-03 22:39:07,281 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 4
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 5
2024-03-03 22:39:07,281 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:07,281 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 5
2024-03-03 22:39:07,281 DEBUG   SenderThread:18481 [sender.py:send():382] send: summary
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-03 22:39:07,281 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 5
2024-03-03 22:39:07,281 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 6
2024-03-03 22:39:07,282 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:07,282 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 6
2024-03-03 22:39:07,282 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:07,282 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 6
2024-03-03 22:39:07,283 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 22:39:07,695 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 7
2024-03-03 22:39:07,696 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:07,696 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 7
2024-03-03 22:39:07,696 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:07,696 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 7
2024-03-03 22:39:07,715 INFO    Thread-12 :18481 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/apple/git/plr-exercise/wandb/run-20240303_223903-8nhe6k8j/files/config.yaml
2024-03-03 22:39:07,715 INFO    Thread-12 :18481 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/apple/git/plr-exercise/wandb/run-20240303_223903-8nhe6k8j/files/wandb-summary.json
2024-03-03 22:39:07,715 INFO    Thread-12 :18481 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/apple/git/plr-exercise/wandb/run-20240303_223903-8nhe6k8j/files/output.log
2024-03-03 22:39:08,146 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-03 22:39:08,331 INFO    wandb-upload_0:18481 [upload_job.py:push():131] Uploaded file /var/folders/m5/9xl35sm13tnd0p2rfx0579000000gn/T/tmpuyznmdkuwandb/l9wunz2z-wandb-metadata.json
2024-03-03 22:39:09,289 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 8
2024-03-03 22:39:09,289 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: poll_exit
2024-03-03 22:39:09,290 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:09,290 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 8
2024-03-03 22:39:09,290 DEBUG   SenderThread:18481 [sender.py:send_request():409] send_request: defer
2024-03-03 22:39:09,290 INFO    SenderThread:18481 [sender.py:send_request_defer():613] handle sender defer: 8
2024-03-03 22:39:09,290 INFO    SenderThread:18481 [job_builder.py:build():296] Attempting to build job artifact
2024-03-03 22:39:09,290 INFO    SenderThread:18481 [job_builder.py:_get_source_type():426] is repo sourced job
2024-03-03 22:39:09,305 INFO    SenderThread:18481 [job_builder.py:build():402] adding wandb-job metadata file
2024-03-03 22:39:09,306 INFO    SenderThread:18481 [sender.py:transition_state():617] send defer: 9
2024-03-03 22:39:09,306 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: defer
2024-03-03 22:39:09,306 INFO    HandlerThread:18481 [handler.py:handle_request_defer():172] handle defer: 9
2024-03-03 22:39:09,306 DEBUG   SenderThread:18481 [sender.py:send():382] send: artifact
2024-03-03 22:39:09,728 INFO    Thread-12 :18481 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/apple/git/plr-exercise/wandb/run-20240303_223903-8nhe6k8j/files/output.log
2024-03-03 22:39:10,156 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-03 22:39:12,359 INFO    wandb-upload_1:18481 [upload_job.py:push():86] Skipped uploading /Users/apple/Library/Application Support/wandb/artifacts/staging/tmpawyv4zsb
2024-03-03 22:39:13,312 INFO    wandb-upload_0:18481 [upload_job.py:push():89] Uploaded file /Users/apple/Library/Application Support/wandb/artifacts/staging/tmps1cpdsju
2024-03-03 22:39:15,178 DEBUG   HandlerThread:18481 [handler.py:handle_request():146] handle_request: keepalive
